,ISBN,User-ID,Book-Title,Book-Author,Publisher,Book-Rating,Image-URL-M
165,0449147606,148586.0,Mrs. Pollifax and the Whirling Dervish,Dorothy Gilman,Fawcett Books,0.0,http://images.amazon.com/images/P/0449147606.01.MZZZZZZZ.jpg
166,0446300292,12538.0,Amityville Horror 2,John G Jones,Warner Books,0.0,http://images.amazon.com/images/P/0446300292.01.MZZZZZZZ.jpg
167,0064400980,95359.0,Betsy and Tacy Go Downtown (Betsy-Tacy),Maud Hart Lovelace,HarperTrophy,10.0,http://images.amazon.com/images/P/0064400980.01.MZZZZZZZ.jpg
168,8483105896,72124.0,Mi Filosofia De A A B Y De B A A,Andy Warhol,Tusquets,0.0,http://images.amazon.com/images/P/8483105896.01.MZZZZZZZ.jpg
169,0671038184,260447.0,Jewel,Bret Lott,Washington Square Press,0.0,http://images.amazon.com/images/P/0671038184.01.MZZZZZZZ.jpg
170,0374155062,104211.0,"Fish, Blood, and Bone",Leslie Forbes,Farrar Straus Giroux,0.0,http://images.amazon.com/images/P/0374155062.01.MZZZZZZZ.jpg
171,0770426182,252820.0,Smilla's Sense of Snow,Peter Hoeg,Bantam Books,0.0,http://images.amazon.com/images/P/0770426182.01.MZZZZZZZ.jpg
172,0964352907,265403.0,The legend of Spinoza: The bear who speaks from the heart,Robert TallTree,Universal Tradewinds Pub,0.0,http://images.amazon.com/images/P/0964352907.01.MZZZZZZZ.jpg
173,0448420899,16795.0,The Tale of Peter Rabbit,Beatrix Potter,Grosset &amp; Dunlap,5.0,http://images.amazon.com/images/P/0448420899.01.MZZZZZZZ.jpg
174,3257229305,47534.0,Die Apothekerin,Ingrid Noll,Diogenes,0.0,http://images.amazon.com/images/P/3257229305.01.MZZZZZZZ.jpg
175,0679756604,115690.0,Making Movies,Sidney Lumet,Vintage Books USA,0.0,http://images.amazon.com/images/P/0679756604.01.MZZZZZZZ.jpg
176,031214816X,189835.0,Bronte,Glyn Hughes,St Martins Pr,5.0,http://images.amazon.com/images/P/031214816X.01.MZZZZZZZ.jpg
177,0609600923,274111.0,Dogs That Know When Their Owners Are Coming Home: And Other Unexplained Powers of Animals : An Investigation,Rupert Sheldrake,Crown Publishers,0.0,http://images.amazon.com/images/P/0609600923.01.MZZZZZZZ.jpg
178,0446679593,83178.0,Suzanne's Diary for Nicholas,James Patterson,Warner Books,0.0,http://images.amazon.com/images/P/0446679593.01.MZZZZZZZ.jpg
179,080410851X,232131.0,White People,Allan Gurganus,Ivy Books,0.0,http://images.amazon.com/images/P/080410851X.01.MZZZZZZZ.jpg
180,0553127454,28953.0,Far Tortuga,Peter Matthiessen,Bantam Books,0.0,http://images.amazon.com/images/P/0553127454.01.MZZZZZZZ.jpg
181,0099245027,9381.0,The Testament,John Grisham,Trafalgar Square,0.0,http://images.amazon.com/images/P/0099245027.01.MZZZZZZZ.jpg
182,0064409422,106225.0,"The Lion, the Witch and the Wardrobe (Full-Color Collector's Edition)",C. S. Lewis,HarperTrophy,0.0,http://images.amazon.com/images/P/0064409422.01.MZZZZZZZ.jpg
183,0821771485,81848.0,Simply Irresistible,Kristine Grayson,Zebra Books (Mass Market),0.0,http://images.amazon.com/images/P/0821771485.01.MZZZZZZZ.jpg
184,0394565940,92547.0,The Victorian Fairy Tale Book (Pantheon Fairy Tale and Folklore Library),Michael P. Hearn,Random House Childrens Books,10.0,http://images.amazon.com/images/P/0394565940.01.MZZZZZZZ.jpg
185,0721496679,163751.0,What's Wrong with Bertie? (Picture Ladybirds),Tony Bradman,Ladybird Books,10.0,http://images.amazon.com/images/P/0721496679.01.MZZZZZZZ.jpg
186,0446532231,225867.0,"Dude, Where's My Country?",Michael Moore,Warner Books,10.0,http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg
187,0312104235,171118.0,The Beekeeper's Apprentice : A Novel,Laurie R. King,St. Martin's Minotaur,8.0,http://images.amazon.com/images/P/0312104235.01.MZZZZZZZ.jpg
188,0385312202,148744.0,Leaving Cold Sassy: The Unfinished Sequel to Cold Sassy,Olive Ann Burns,Delta,9.0,http://images.amazon.com/images/P/0385312202.01.MZZZZZZZ.jpg
189,0743442660,226545.0,My Big Old Texas Heartache,Geralyn Dawson,Pocket Star,0.0,http://images.amazon.com/images/P/0743442660.01.MZZZZZZZ.jpg
190,0966086503,56447.0,Vlad Dracula: The Dragon Prince,Michael Augustyn,Vasso Press,0.0,http://images.amazon.com/images/P/0966086503.01.MZZZZZZZ.jpg
191,1573221937,96962.0,How to Be Good,Nick Hornby,Riverhead Books,0.0,http://images.amazon.com/images/P/1573221937.01.MZZZZZZZ.jpg
192,0862412285,124688.0,"The Changeling (Canongate Classics, Vol 22)",Robin Jenkins,Canongate Books,0.0,http://images.amazon.com/images/P/0862412285.01.MZZZZZZZ.jpg
193,0425183017,49900.0,The Spiral Path,Mary Jo Putney,Berkley Publishing Group,0.0,http://images.amazon.com/images/P/0425183017.01.MZZZZZZZ.jpg
194,0515125024,132173.0,Die Trying,Lee Child,Jove Books,6.0,http://images.amazon.com/images/P/0515125024.01.MZZZZZZZ.jpg
195,0821743996,242106.0,Colorado Angel,Jean Haught,Kensington Pub Corp (Mm),0.0,http://images.amazon.com/images/P/0821743996.01.MZZZZZZZ.jpg
196,0373292082,55492.0,"Navajo Sunrise (Harlequin Historical, No. 608)",Elizabeth Lane,Harlequin,0.0,http://images.amazon.com/images/P/0373292082.01.MZZZZZZZ.jpg
197,0380718154,57354.0,Getting to 'I Do',Pat Allen,Perennial Currents,10.0,http://images.amazon.com/images/P/0380718154.01.MZZZZZZZ.jpg
198,0385265700,266865.0,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,Anchor,0.0,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg
199,0307215342,173415.0,Trixie Belden and the Mystery Off Glen Road (Mystery Off Glen Road),Julie Campbell,Random House Childrens Books,0.0,http://images.amazon.com/images/P/0307215342.01.MZZZZZZZ.jpg
200,084395177X,7158.0,Nightmare House,Douglas Clegg,Leisure Books,0.0,http://images.amazon.com/images/P/084395177X.01.MZZZZZZZ.jpg
201,0373169566,93769.0,"Under Alaskan Skies (Harlequin American Romance, No 956)",Carol Grace,Harlequin,10.0,http://images.amazon.com/images/P/0373169566.01.MZZZZZZZ.jpg
202,0373243081,77318.0,"Falling For An Older Man (Callaghans &amp; Kin) (Special Edition, 1308)",Jim Alexander,Silhouette,5.0,http://images.amazon.com/images/P/0373243081.01.MZZZZZZZ.jpg
203,3401019147,147941.0,Melina und die Delfine. ( Ab 12 J.).,Federica de Cesco,Arena,0.0,http://images.amazon.com/images/P/3401019147.01.MZZZZZZZ.jpg
204,0330316818,180795.0,Mantis (Pan Horror),K.W. Jeter,Pan Macmillan,0.0,http://images.amazon.com/images/P/0330316818.01.MZZZZZZZ.jpg
205,0743435257,19801.0,Gust Front,John Ringo,Baen,0.0,http://images.amazon.com/images/P/0743435257.01.MZZZZZZZ.jpg
206,0060515430,275970.0,"Alice, I Think",Susan Juby,HarperTempest,6.0,http://images.amazon.com/images/P/0060515430.01.MZZZZZZZ.jpg
207,0670894737,67663.0,The Great Influenza: The Epic Story of the Deadliest Plague In History,John M. Barry,Viking Books,10.0,http://images.amazon.com/images/P/0670894737.01.MZZZZZZZ.jpg
208,0373222726,95991.0,"Within The Law (Harlequin Intrigue, No 272)",Laraine McDaniel,Harlequin,0.0,http://images.amazon.com/images/P/0373222726.01.MZZZZZZZ.jpg
209,9580455821,217740.0,Julio Cesar,William Shakespeare,Norma,0.0,http://images.amazon.com/images/P/9580455821.01.MZZZZZZZ.jpg
210,067172827X,4938.0,Wilderness,Dennis Danvers,Simon &amp; Schuster,7.0,http://images.amazon.com/images/P/067172827X.01.MZZZZZZZ.jpg
211,0446603902,59604.0,Ice,Ed McBain,Warner Books (Mm),9.0,http://images.amazon.com/images/P/0446603902.01.MZZZZZZZ.jpg
212,0445402296,78783.0,The Murders of Richard III,Elizabeth Peters,Warner Books,0.0,http://images.amazon.com/images/P/0445402296.01.MZZZZZZZ.jpg
213,0553243055,246655.0,Firefox Down,Craig Thomas,Bantam Doubleday Dell,0.0,http://images.amazon.com/images/P/0553243055.01.MZZZZZZZ.jpg
214,067974827X,15945.0,My Life As a Man (Vintage International),Philip Roth,Vintage Books USA,0.0,http://images.amazon.com/images/P/067974827X.01.MZZZZZZZ.jpg
215,0385144342,5507.0,"Mark Coffin, U.S.S: A novel of Capitol Hill",Allen Drury,Doubleday,6.0,http://images.amazon.com/images/P/0385144342.01.MZZZZZZZ.jpg
216,0440115450,258690.0,The Cradle Will Fall,Mary Higgins Clark,Dell Publishing Company,0.0,http://images.amazon.com/images/P/0440115450.01.MZZZZZZZ.jpg
217,0373289200,161037.0,"Lady Of The Upper Kingdom (Harlequin Historical, No 320)",Merline Lovelace,Harlequin,0.0,http://images.amazon.com/images/P/0373289200.01.MZZZZZZZ.jpg
218,0141301155,36606.0,Charlie and the Chocolate Factory (Puffin Novels),Roald Dahl,Puffin Books,0.0,http://images.amazon.com/images/P/0141301155.01.MZZZZZZZ.jpg
219,0679749837,152645.0,"In Between the Sheets, and Other Stories",Ian McEwan,Anchor Books/Doubleday,0.0,http://images.amazon.com/images/P/0679749837.01.MZZZZZZZ.jpg
220,0425100650,110160.0,Twilight Eyes,Dean R. Koontz,Berkley Publishing Group,0.0,http://images.amazon.com/images/P/0425100650.01.MZZZZZZZ.jpg
221,0672313103,256991.0,Sams Teach Yourself Visual Basic 6 in 21 Days,Greg Perry,SAMS,0.0,http://images.amazon.com/images/P/0672313103.01.MZZZZZZZ.jpg
222,0312980159,270906.0,Fast Women,Jennifer Crusie,St. Martin's Press,8.0,http://images.amazon.com/images/P/0312980159.01.MZZZZZZZ.jpg
223,0446670251,123056.0,The Virgin Suicides,Jeffrey Eugenides,Warner Books,0.0,http://images.amazon.com/images/P/0446670251.01.MZZZZZZZ.jpg
224,006101351X,119963.0,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,HarperTorch,4.0,http://images.amazon.com/images/P/006101351X.01.MZZZZZZZ.jpg
225,0451067452,73385.0,Maggie Rowan,Catherine Cookson,New American Library,0.0,http://images.amazon.com/images/P/0451067452.01.MZZZZZZZ.jpg
226,0020198817,156706.0,The GREAT GATSBY (A Scribner Classic),F. Scott Fitzgerald,Scribner Paper Fiction,0.0,http://images.amazon.com/images/P/0020198817.01.MZZZZZZZ.jpg
227,0671876465,17667.0,Mirror Dance,Lois McMaster Bujold,Baen,9.0,http://images.amazon.com/images/P/0671876465.01.MZZZZZZZ.jpg
228,0425158616,11676.0,Cause of Death,Patricia Daniels Cornwell,Berkley Publishing Group,10.0,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg
229,0425167070,31308.0,Murder They Wrote II,Martin H. Greenberg,Berkley Publishing Group,0.0,http://images.amazon.com/images/P/0425167070.01.MZZZZZZZ.jpg
230,0399144463,196018.0,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,Putnam Pub Group (Paper),0.0,http://images.amazon.com/images/P/0399144463.01.MZZZZZZZ.jpg
231,0006550789,238231.0,253,Geoff Ryman,Flamingo,7.0,http://images.amazon.com/images/P/0006550789.01.MZZZZZZZ.jpg
232,0520088794,11601.0,The Women's Companion to International Film,Annette Kuhn,Univ of California Pr,0.0,http://images.amazon.com/images/P/0520088794.01.MZZZZZZZ.jpg
233,0373705727,261862.0,"Only In The Moonlight (Harlequin Superromance, 70572)",Vicki L. Thompson,Harlequin,0.0,http://images.amazon.com/images/P/0373705727.01.MZZZZZZZ.jpg
234,0060185147,278475.0,Courting Trouble,Lisa Scottoline,HarperCollins Publishers,7.0,http://images.amazon.com/images/P/0060185147.01.MZZZZZZZ.jpg
235,0743216458,212427.0,"Band of Brothers : E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,Simon &amp; Schuster,0.0,http://images.amazon.com/images/P/0743216458.01.MZZZZZZZ.jpg
236,0345365925,76352.0,For All Their Lives,Fern Michaels,Ivy Books,0.0,http://images.amazon.com/images/P/0345365925.01.MZZZZZZZ.jpg
237,0345368940,8451.0,The Dolphins of Pern,Anne McCaffrey,Ballantine Books,5.0,http://images.amazon.com/images/P/0345368940.01.MZZZZZZZ.jpg
238,1573223425,60244.0,Blue Shoe,Anne Lamott,Riverhead Books,7.0,http://images.amazon.com/images/P/1573223425.01.MZZZZZZZ.jpg
239,3548256007,85433.0,Die ZuckerbÃ?Â¤ckerin.,Petra Durst-Benning,Ullstein Tb,0.0,http://images.amazon.com/images/P/3548256007.01.MZZZZZZZ.jpg
240,0340738243,50464.0,Swinging on a Star,Terri Prone,Hodder Headline Australia,10.0,http://images.amazon.com/images/P/0340738243.01.MZZZZZZZ.jpg
241,0878510370,201783.0,Good Housekeeping Illustrated Cookbook,Coulson,Harpercollins,7.0,http://images.amazon.com/images/P/0878510370.01.MZZZZZZZ.jpg
242,2825408743,95193.0,Christian response in a world of crisis: A brief history of the WCC's Commission of the Churches on International Affairs,A. J Van der Bent,World Council of Churches,0.0,http://images.amazon.com/images/P/2825408743.01.MZZZZZZZ.jpg
243,078686351X,223566.0,Dirty Jokes and Beer : Stories of the Unrefined,Drew Carey,Hyperion Books,0.0,http://images.amazon.com/images/P/078686351X.01.MZZZZZZZ.jpg
244,0345423402,10560.0,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,Ballantine Books,9.0,http://images.amazon.com/images/P/0345423402.01.MZZZZZZZ.jpg
245,0373511353,131046.0,Wolfe'S Mate (Readers Choice) (Harlequin Regency Romance),Paula Marshall,Harlequin,0.0,http://images.amazon.com/images/P/0373511353.01.MZZZZZZZ.jpg
246,0679410325,224430.0,"Secret History, The",DONNA TARTT,Knopf,0.0,http://images.amazon.com/images/P/0679410325.01.MZZZZZZZ.jpg
247,0425121259,213410.0,The Servants of Twilight,Dean R. Koontz,Berkley Publishing Group,8.0,http://images.amazon.com/images/P/0425121259.01.MZZZZZZZ.jpg
248,0373218451,29855.0,Navy Blues,Debbie Macomber,Silhouette,0.0,http://images.amazon.com/images/P/0373218451.01.MZZZZZZZ.jpg
249,0525945563,92398.0,Red Dragon,Thomas Harris,Dutton Books,10.0,http://images.amazon.com/images/P/0525945563.01.MZZZZZZZ.jpg
250,0449207269,12538.0,Ride a Pale Horse,Helen MacInnes,Fawcett Books,0.0,http://images.amazon.com/images/P/0449207269.01.MZZZZZZZ.jpg
251,074320218X,133747.0,Change Me into Zeus's Daughter,Barbara Robinette Moss,Scribner,0.0,http://images.amazon.com/images/P/074320218X.01.MZZZZZZZ.jpg
252,0767902521,75591.0,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,Broadway Books,0.0,http://images.amazon.com/images/P/0767902521.01.MZZZZZZZ.jpg
253,0671793489,77940.0,All Around the Town,Mary Higgins Clark,Pocket Star,0.0,http://images.amazon.com/images/P/0671793489.01.MZZZZZZZ.jpg
254,0446612618,203642.0,A Kiss Remembered,Sandra Brown,Warner Books,0.0,http://images.amazon.com/images/P/0446612618.01.MZZZZZZZ.jpg
255,0312990456,1303.0,One for the Money (A Stephanie Plum Novel),Janet Evanovich,St. Martin's Paperbacks,0.0,http://images.amazon.com/images/P/0312990456.01.MZZZZZZZ.jpg
256,0375760814,95932.0,Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,Random House Trade,0.0,http://images.amazon.com/images/P/0375760814.01.MZZZZZZZ.jpg
257,0373484399,233917.0,Calamity Janes,Sherryl Woods,Silhouette,0.0,http://images.amazon.com/images/P/0373484399.01.MZZZZZZZ.jpg
258,0966662318,122429.0,Love Without End: Jesus Speaks...,Glenda Green,Spiritis Publishing,0.0,http://images.amazon.com/images/P/0966662318.01.MZZZZZZZ.jpg
259,0380713756,237912.0,A Walk Among the Tombstones,Lawrence Block,Avon,8.0,http://images.amazon.com/images/P/0380713756.01.MZZZZZZZ.jpg
260,0763618764,40559.0,Evangeline Mudd and the Golden-Haired Apes of the Ikkinasti Jungle,David Elliot,Candlewick Press (MA),0.0,http://images.amazon.com/images/P/0763618764.01.MZZZZZZZ.jpg
261,0441845630,257204.0,Unicorn Point (Apprentice Adept (Paperback)),Piers Anthony,ACE Charter,10.0,http://images.amazon.com/images/P/0441845630.01.MZZZZZZZ.jpg
262,0345285387,115791.0,The Black Hole,Alan Dean Foster,Del Rey Books,0.0,http://images.amazon.com/images/P/0345285387.01.MZZZZZZZ.jpg
263,0571161332,274004.0,Ground Work: Selected Poems and Essays 1970-1979,Paul Auster,Faber and Faber Ltd,0.0,http://images.amazon.com/images/P/0571161332.01.MZZZZZZZ.jpg
264,188939209X,236033.0,"Baby Bargains: Secrets to Saving 20% to 50% on Baby Furniture, Equipment, Clothes, Toys, Maternity Wear and Much, Much More!",Denise Fields,Windsor Peak Press,7.0,http://images.amazon.com/images/P/188939209X.01.MZZZZZZZ.jpg
265,1860492592,261105.0,Alias Grace,Margaret Atwood,Virago Press Limited,0.0,http://images.amazon.com/images/P/1860492592.01.MZZZZZZZ.jpg
266,0312982119,224349.0,Catilina's Riddle : A Novel of Ancient Rome (Roma Sub Rosa),Steven Saylor,St. Martin's Minotaur,0.0,http://images.amazon.com/images/P/0312982119.01.MZZZZZZZ.jpg
267,031227484X,175003.0,Blood,Patricia Traxler,St. Martin's Minotaur,0.0,http://images.amazon.com/images/P/031227484X.01.MZZZZZZZ.jpg
268,077832043X,263321.0,Dark Road Home (Mira),Karen Harper,Mira,10.0,http://images.amazon.com/images/P/077832043X.01.MZZZZZZZ.jpg
269,0671728555,150968.0,Perfect Partners,Jayne Ann Krentz,Pocket,0.0,http://images.amazon.com/images/P/0671728555.01.MZZZZZZZ.jpg
270,0316291161,23902.0,The French Lieutenant's Woman (French Lieutenant's Woman),John Fowles,Back Bay Books,8.0,http://images.amazon.com/images/P/0316291161.01.MZZZZZZZ.jpg
271,8427306695,271988.0,Recull de terminologia muntanyenca relacionada amb l'excursionisme,Benigne Palos,Editorial Moll,7.0,http://images.amazon.com/images/P/8427306695.01.MZZZZZZZ.jpg
272,0785815147,58489.0,Simple Wicca (Simple Wisdom Book),Michele Morgan,Castle Books,0.0,http://images.amazon.com/images/P/0785815147.01.MZZZZZZZ.jpg
273,185375210X,147166.0,"Sex Lives of the Great Dictators: An Irreverent Expose of Despots, Tyrants and Other Monsters",Nigel Cawthorne,Trafalgar Square Publishing,3.0,http://images.amazon.com/images/P/185375210X.01.MZZZZZZZ.jpg
274,039592684X,8245.0,"The Best American Short Stories 1999 (Best American Short Stories, 1999)",Amy Tan,Mariner Books,8.0,http://images.amazon.com/images/P/039592684X.01.MZZZZZZZ.jpg
275,0385335482,196077.0,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,Delta,0.0,http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg
276,0671026860,150968.0,Miranda (Springwater Seasons),Linda Lael Miller,Pocket,0.0,http://images.amazon.com/images/P/0671026860.01.MZZZZZZZ.jpg
277,1874061890,11676.0,Moody Man,Milne,Trafalgar Square,7.0,http://images.amazon.com/images/P/1874061890.01.MZZZZZZZ.jpg
278,0345413865,111035.0,Billy Straight : A Novel,JONATHAN KELLERMAN,Ballantine Books,0.0,http://images.amazon.com/images/P/0345413865.01.MZZZZZZZ.jpg
279,0006544959,107376.0,Growing rich,Fay Weldon,Flamingo,9.0,http://images.amazon.com/images/P/0006544959.01.MZZZZZZZ.jpg
280,0345428455,251422.0,"Vector Prime (Star Wars: The New Jedi Order, Book 1)",R. A. Salvatore,Del Rey Books,0.0,http://images.amazon.com/images/P/0345428455.01.MZZZZZZZ.jpg
281,0451180232,73196.0,Nightmares &amp; Dreamscapes,Stephen King,Signet Book,0.0,http://images.amazon.com/images/P/0451180232.01.MZZZZZZZ.jpg
282,0449147444,190925.0,An Old Faithful Murder,Valerie Wolzien,Fawcett Books,0.0,http://images.amazon.com/images/P/0449147444.01.MZZZZZZZ.jpg
283,0882902636,55548.0,Primitive Outdoor Skills: More Wilderness Techniques from Woodsmoke Journal,Richard L. Jamison,Horizon Publishers &amp; Distributors,8.0,http://images.amazon.com/images/P/0882902636.01.MZZZZZZZ.jpg
284,067102423X,206691.0,Bag of Bones,Stephen King,Pocket,5.0,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg
285,0345272609,274061.0,The Return of the King,J. R. R. Tolkien,Not Avail,10.0,http://images.amazon.com/images/P/0345272609.01.MZZZZZZZ.jpg
286,0441735762,32773.0,The Rowan (Ace Science Fiction),Anne McCaffrey,ACE Charter,0.0,http://images.amazon.com/images/P/0441735762.01.MZZZZZZZ.jpg
287,0743224574,263877.0,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,Simon &amp; Schuster,0.0,http://images.amazon.com/images/P/0743224574.01.MZZZZZZZ.jpg
288,156865684X,19760.0,"Magic &amp; Malice (Mairelon the Magician, Magician's Ward)",Patricia C. Wrede,Science fiction Book Club,7.0,http://images.amazon.com/images/P/156865684X.01.MZZZZZZZ.jpg
289,0312868219,147847.0,New America,Michael A. Smith,St Martins Pr,5.0,http://images.amazon.com/images/P/0312868219.01.MZZZZZZZ.jpg
290,0440237238,236283.0,The Edge of Justice,Clinton McKinzie,Dell Publishing Company,0.0,http://images.amazon.com/images/P/0440237238.01.MZZZZZZZ.jpg
291,0060286881,7158.0,Nightmare Hour: Time for Terror,R.L. Stine,HarperCollins,0.0,http://images.amazon.com/images/P/0060286881.01.MZZZZZZZ.jpg
